-0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000
-0.010000, 0.010000, -0.010000, -0.010000, 0.010000, 0.010000
-0.020000, 0.020000, -0.020000, -0.020000, 0.020000, 0.020000
-0.030000, 0.030000, -0.030000, -0.030000, 0.030000, 0.030000
-0.040000, 0.040000, -0.040000, -0.040000, 0.040000, 0.040000
-0.050000, 0.050000, -0.050000, -0.050000, 0.050000, 0.047235
-0.060000, 0.060000, -0.060000, -0.060000, 0.060000, 0.037235
-0.070000, 0.070000, -0.070000, -0.070000, 0.070000, 0.027235
-0.080000, 0.080000, -0.080000, -0.080000, 0.080000, 0.017235
-0.090000, 0.090000, -0.090000, -0.090000, 0.090000, 0.007235
-0.100000, 0.100000, -0.100000, -0.100000, 0.100000, 0.000000
-0.110000, 0.110000, -0.110000, -0.110000, 0.110000, 0.000000
-0.120000, 0.120000, -0.120000, -0.120000, 0.120000, 0.000000
-0.130000, 0.130000, -0.130000, -0.130000, 0.130000, 0.000000
-0.140000, 0.140000, -0.140000, -0.140000, 0.140000, 0.000000
-0.150000, 0.150000, -0.150000, -0.150000, 0.150000, 0.000000
-0.160000, 0.160000, -0.160000, -0.160000, 0.160000, 0.000000
-0.170000, 0.170000, -0.170000, -0.170000, 0.170000, 0.000000
-0.180000, 0.180000, -0.180000, -0.180000, 0.180000, 0.000000
-0.190000, 0.190000, -0.190000, -0.190000, 0.190000, 0.000000
-0.200000, 0.200000, -0.200000, -0.200000, 0.200000, 0.000000
-0.210000, 0.210000, -0.210000, -0.210000, 0.210000, 0.000000
-0.220000, 0.220000, -0.220000, -0.220000, 0.220000, 0.000000
-0.230000, 0.230000, -0.230000, -0.230000, 0.230000, 0.000000
-0.240000, 0.240000, -0.240000, -0.240000, 0.240000, 0.000000
-0.250000, 0.250000, -0.250000, -0.250000, 0.250000, 0.000000
-0.260000, 0.260000, -0.260000, -0.260000, 0.260000, 0.000000
-0.270000, 0.270000, -0.270000, -0.270000, 0.270000, 0.000000
